item_id,kendall,pearson,spearman,length
line_80,0.408248,0.408248,0.408248,5
line_81,nan,nan,nan,5
line_82,0.267261,0.423164,0.353553,5
line_83,0.942809,0.781694,0.973329,5
line_84,0.000000,-0.152433,0.000000,5
line_85,0.816497,0.840168,0.888523,5
line_86,0.755929,0.875000,0.790569,5
line_87,0.471405,0.628971,0.540738,5
line_88,0.471405,0.740115,0.648886,5
line_89,nan,nan,nan,5
line_90,nan,nan,nan,5
line_91,nan,nan,nan,5
line_92,0.428571,0.720000,0.500000,5
line_93,0.666667,0.868599,0.725476,5
line_94,-0.333333,-0.294174,-0.362738,5
line_95,0.755929,0.361158,0.790569,5
line_96,0.666667,0.686406,0.725476,5
line_97,nan,nan,nan,5
line_98,0.251976,0.342997,0.286770,5
line_99,0.629941,0.452900,0.802955,5
line_100,nan,nan,nan,5
line_101,nan,nan,nan,5
line_102,0.666667,0.678401,0.725476,5
line_103,0.755929,0.875000,0.790569,5
line_104,1.000000,1.000000,1.000000,5
line_105,0.801784,0.621941,0.824958,5
line_106,0.235702,0.419534,0.162221,5
line_107,1.000000,0.954065,1.000000,5
line_108,0.377964,0.375000,0.395285,5
line_109,0.707107,0.801784,0.745356,5
line_110,0.471405,0.129418,0.648886,5
line_111,0.617213,0.612372,0.645497,5
line_112,0.353553,0.896865,0.432590,5
line_113,-0.617213,-0.527046,-0.645497,5
line_114,-0.530330,-0.490990,-0.559017,5
line_115,nan,nan,nan,5
line_116,0.377964,0.000000,0.395285,5
line_117,0.000000,0.000000,0.000000,5
line_118,0.824958,0.754298,0.865181,5
line_119,nan,nan,nan,5
line_120,0.801784,0.452206,0.883883,5
line_121,1.000000,1.000000,1.000000,5
line_122,0.166667,0.196116,0.181369,5
line_123,0.801784,0.883883,0.883883,5
line_124,0.680414,0.720577,0.740436,5
line_125,0.755929,0.968246,0.790569,5
line_126,nan,nan,nan,5
line_127,0.801784,0.742629,0.883883,5
line_128,nan,nan,nan,5
line_129,-0.534522,-0.565414,-0.530330,5
line_130,nan,nan,nan,5
line_131,nan,nan,nan,5
line_132,0.377964,0.375000,0.395285,5
line_133,1.000000,0.989868,1.000000,5
line_134,1.000000,1.000000,1.000000,5
line_135,1.000000,1.000000,1.000000,5
line_136,nan,nan,nan,5
line_137,nan,nan,nan,5
line_138,nan,nan,nan,5
line_139,0.530330,0.583333,0.559017,5
line_140,0.612372,0.612372,0.612372,5
line_141,0.612372,0.612372,0.612372,5
line_142,0.617213,0.541736,0.645497,5
line_143,0.267261,-0.031581,0.353553,5
line_144,0.534522,0.027778,0.648181,5
line_145,0.612372,0.612372,0.612372,5
line_146,1.000000,0.995105,1.000000,5
line_147,0.721688,0.748455,0.760726,5
line_148,0.666667,0.738549,0.725476,5
line_149,1.000000,1.000000,1.000000,5
line_150,-0.133631,-0.105190,-0.176777,5
line_151,0.408248,0.408248,0.408248,5
line_152,nan,nan,nan,5
line_153,1.000000,1.000000,1.000000,5
line_154,nan,nan,nan,5
line_155,0.866025,0.745356,0.912871,5
line_156,1.000000,0.830264,1.000000,5
line_157,nan,nan,nan,5
line_158,0.534522,0.560794,0.648181,5
line_159,0.707107,0.801784,0.745356,5
line_160,nan,nan,nan,5
line_161,nan,nan,nan,5
line_162,0.714286,0.922331,0.750000,5
line_163,0.288675,0.218218,0.304290,5
line_164,0.707107,0.952579,0.745356,5
line_165,0.925820,0.983415,0.968246,5
line_166,0.000000,-0.247642,0.000000,5
line_167,nan,nan,nan,5
line_168,nan,nan,nan,5
line_169,nan,nan,nan,5
line_170,-0.142857,0.293428,-0.125000,5
line_171,0.707107,0.801784,0.745356,5
line_172,nan,nan,nan,5
line_173,0.530330,0.604708,0.559017,5
line_174,0.353553,0.443203,0.459627,5
line_175,-0.755929,-0.772683,-0.790569,5
line_176,nan,nan,nan,5
line_177,nan,nan,nan,5
line_178,0.000000,-0.109593,0.131579,5
line_179,1.000000,1.000000,1.000000,5
line_180,nan,nan,nan,5
line_181,nan,nan,nan,5
line_182,nan,nan,nan,5
line_183,nan,nan,nan,5
line_184,nan,nan,nan,5
line_185,0.666667,0.933700,0.725476,5
line_186,0.377964,0.059554,0.344124,5
line_187,0.000000,0.080064,0.000000,5
line_188,0.250000,0.250000,0.250000,5
line_189,0.377964,0.184637,0.458831,5
line_190,0.881917,0.808402,0.917663,5
line_191,0.666667,0.727451,0.725476,5
line_192,0.000000,0.235120,0.108148,5
line_193,-0.666667,-0.753288,-0.710526,5
line_194,0.000000,0.373383,0.000000,5
line_195,0.530330,0.608175,0.559017,5
line_196,0.408248,0.408248,0.408248,5
line_197,0.666667,0.589768,0.725476,5
line_198,nan,nan,nan,5
line_199,0.267261,0.060368,0.353553,5
line_200,nan,nan,nan,5
line_201,0.612372,0.612372,0.612372,5
line_202,0.666667,0.884652,0.725476,5
line_203,1.000000,1.000000,1.000000,5
line_204,nan,nan,nan,5
line_205,0.755929,0.958373,0.790569,5
line_206,-0.500000,-0.514496,-0.544107,5
line_207,0.755929,0.875000,0.790569,5
line_208,-0.250000,-0.250000,-0.250000,5
line_209,0.925820,0.840168,0.968246,5
line_210,0.755929,0.943242,0.790569,5
line_211,0.000000,-0.102062,0.000000,5
line_212,-0.117851,-0.045835,-0.081111,5
line_213,1.000000,1.000000,1.000000,5
line_214,0.250000,0.250000,0.250000,5
line_215,-0.530330,-0.516047,-0.559017,5
line_216,0.801784,0.712858,0.883883,5
line_217,0.801784,0.804543,0.883883,5
line_218,0.666667,0.784465,0.725476,5
line_219,-0.250000,-0.250000,-0.250000,5
line_220,-0.288675,-0.272166,-0.304290,5
line_221,0.881917,0.821925,0.917663,5
line_222,0.666667,0.666667,0.666667,5
line_223,0.617213,0.527046,0.645497,5
line_224,0.176777,0.133631,0.186339,5
line_225,0.666667,0.771744,0.725476,5
line_226,nan,nan,nan,5
line_227,-0.925820,-0.918559,-0.968246,5
line_228,nan,nan,nan,5
line_229,0.612372,0.612372,0.612372,5
line_230,0.755929,0.745601,0.790569,5
line_231,1.000000,1.000000,1.000000,5
line_232,nan,nan,nan,5
line_233,nan,nan,nan,5
line_234,0.801784,0.817626,0.883883,5
line_235,0.105409,0.527709,0.153897,5
line_236,nan,nan,nan,5
line_237,0.666667,0.868599,0.725476,5
line_238,0.377964,-0.153093,0.395285,5
line_239,0.666667,0.687500,0.725476,5
line_240,0.755929,0.745601,0.790569,5
line_241,0.666667,0.868599,0.725476,5
line_242,0.400892,0.490990,0.471405,5
line_243,-0.176777,0.068041,-0.186339,5
line_244,0.000000,0.000000,0.000000,5
line_245,nan,nan,nan,5
line_246,nan,nan,nan,5
line_247,0.377964,0.401478,0.395285,5
line_248,0.222222,0.153881,0.289474,5
line_249,0.000000,-0.080700,-0.026316,5
line_250,0.617213,0.560112,0.645497,5
line_251,nan,nan,nan,5
line_252,nan,nan,nan,5
line_253,0.000000,-0.364746,-0.058926,5
line_254,0.251976,0.398611,0.286770,5
line_255,0.755929,0.934118,0.802955,5
line_256,-0.267261,-0.228218,-0.353553,5
line_257,1.000000,1.000000,1.000000,5
line_258,0.755929,0.958373,0.790569,5
line_259,0.428571,0.613188,0.500000,5
line_260,nan,nan,nan,5
line_261,-0.250000,-0.250000,-0.250000,5
line_262,nan,nan,nan,5
line_263,1.000000,1.000000,1.000000,5
line_264,nan,nan,nan,5
line_265,nan,nan,nan,5
line_266,0.288675,0.000000,0.304290,5
line_267,0.666667,0.589768,0.725476,5
line_268,0.000000,-0.247642,0.000000,5
line_269,nan,nan,nan,5
line_270,0.824958,0.824226,0.892218,5
line_271,0.755929,0.790569,0.790569,5
line_272,nan,nan,nan,5
line_273,nan,nan,nan,5
line_274,0.530330,0.559017,0.559017,5
line_275,0.408248,0.408248,0.408248,5
line_276,nan,nan,nan,5
line_277,0.000000,-0.274907,0.000000,5
line_278,0.881917,0.808319,0.917663,5
line_279,nan,nan,nan,5
line_280,0.000000,0.218218,0.000000,5
line_281,0.755929,0.790569,0.790569,5
line_282,nan,nan,nan,5
line_283,nan,nan,nan,5
line_284,nan,nan,nan,5
line_285,0.755929,0.652778,0.802955,5
line_286,0.755929,0.751796,0.802955,5
line_287,nan,nan,nan,5
line_288,0.801784,0.982632,0.883883,5
line_289,1.000000,1.000000,1.000000,5
line_290,0.000000,0.000000,0.000000,5
line_291,0.755929,0.968246,0.790569,5
line_292,0.755929,0.968246,0.790569,5
line_293,1.000000,1.000000,1.000000,5
line_294,nan,nan,nan,5
line_295,0.377964,-0.153093,0.395285,5
line_296,0.530330,0.490990,0.559017,5
line_297,0.428571,0.357217,0.500000,5
line_298,nan,nan,nan,5
line_299,nan,nan,nan,5
line_300,0.866025,0.912871,0.912871,5
line_301,0.176777,0.000000,0.186339,5
line_302,0.000000,-0.085749,0.000000,5
line_303,0.612372,0.612372,0.612372,5
line_304,0.801784,0.806559,0.824958,5
line_305,0.000000,-0.464140,-0.058926,5
line_306,nan,nan,nan,5
line_307,0.377964,0.458831,0.395285,5
line_308,nan,nan,nan,5
line_309,0.755929,0.796090,0.802955,5
line_310,nan,nan,nan,5
line_311,0.166667,0.166667,0.166667,5
line_312,0.267261,0.086144,0.353553,5
line_313,1.000000,1.000000,1.000000,5
line_314,0.925820,0.996317,0.968246,5
line_315,nan,nan,nan,5
line_316,0.612372,0.612372,0.612372,5
line_317,0.530330,0.516047,0.559017,5
line_318,0.755929,0.943242,0.790569,5
line_319,0.801784,0.948840,0.883883,5
line_320,0.816497,0.720093,0.888523,5
line_321,0.816497,0.683243,0.888523,5
line_322,0.755929,0.968246,0.790569,5
line_323,nan,nan,nan,5
line_324,0.408248,0.408248,0.408248,5
line_325,-0.176777,-0.298807,-0.186339,5
line_326,0.408248,0.552771,0.444262,5
line_327,0.755929,0.968246,0.790569,5
line_328,-0.308607,-0.322749,-0.322749,5
line_329,0.530330,0.478510,0.559017,5
line_330,0.612372,0.612372,0.612372,5
line_331,-0.755929,-0.875000,-0.790569,5
line_332,0.755929,0.875000,0.790569,5
line_333,nan,nan,nan,5
line_334,0.666667,0.687500,0.725476,5
line_335,0.000000,-0.102062,0.000000,5
line_336,0.612372,0.612372,0.612372,5
line_337,1.000000,1.000000,1.000000,5
line_338,0.428571,0.765023,0.500000,5
line_339,nan,nan,nan,5
line_340,0.881917,0.832918,0.917663,5
line_341,0.801784,0.637495,0.824958,5
line_342,0.755929,0.994566,0.790569,5
line_343,1.000000,1.000000,1.000000,5
line_344,nan,nan,nan,5
line_345,0.166667,0.166667,0.166667,5
line_346,0.000000,-0.056478,0.057354,5
line_347,-0.942809,-0.890400,-0.973329,5
line_348,nan,nan,nan,5
line_349,0.755929,0.875000,0.790569,5
line_350,0.755929,0.998800,0.790569,5
line_351,1.000000,1.000000,1.000000,5
line_352,1.000000,1.000000,1.000000,5
line_353,1.000000,1.000000,1.000000,5
line_354,0.875000,0.889045,0.916667,5
line_355,0.875000,0.889045,0.916667,5
line_356,-0.267261,-0.510763,-0.353553,5
line_357,nan,nan,nan,5
line_358,nan,nan,nan,5
line_359,0.666667,0.884652,0.725476,5
line_360,0.433013,0.456435,0.456435,5
line_361,0.625000,0.949011,0.750000,5
line_362,0.530330,0.559017,0.559017,5
line_363,0.925820,0.918559,0.968246,5
line_364,0.629941,0.946133,0.802955,5
line_365,nan,nan,nan,5
line_366,0.666667,0.748455,0.725476,5
line_367,1.000000,1.000000,1.000000,5
line_368,1.000000,1.000000,1.000000,5
line_369,nan,nan,nan,5
line_370,0.755929,0.875000,0.790569,5
line_371,0.444444,0.628971,0.552632,5
line_372,1.000000,1.000000,1.000000,5
line_373,0.666667,0.784465,0.725476,5
line_374,0.866025,0.842701,0.912871,5
line_375,0.612372,0.612372,0.612372,5
line_376,nan,nan,nan,5
line_377,nan,nan,nan,5
line_378,0.377964,0.375000,0.395285,5
line_379,0.816497,0.763763,0.888523,5
line_380,0.755929,0.968246,0.790569,5
line_381,nan,nan,nan,5
line_382,0.755929,0.968246,0.790569,5
line_383,0.866025,0.912871,0.912871,5
line_384,0.942809,0.951096,0.973329,5
line_385,nan,nan,nan,5
line_386,nan,nan,nan,5
line_387,nan,nan,nan,5
line_388,nan,nan,nan,5
line_389,-0.801784,-0.838549,-0.824958,5
line_390,0.801784,0.893601,0.824958,5
line_391,0.408248,0.408248,0.408248,5
line_392,0.125988,0.085649,0.229416,5
line_393,0.534522,0.584457,0.530330,5
line_394,0.666667,0.771744,0.725476,5
line_395,-0.377964,-0.585882,-0.395285,5
line_396,1.000000,0.878898,1.000000,5
line_397,0.707107,0.801784,0.745356,5
line_398,nan,nan,nan,5
line_399,0.680414,0.722222,0.740436,5
line_400,0.428571,0.219857,0.500000,5
line_401,1.000000,1.000000,1.000000,5
line_402,0.881917,0.800710,0.917663,5
line_403,0.617213,0.655610,0.645497,5
line_404,0.666667,0.771744,0.725476,5
line_405,nan,nan,nan,5
line_406,0.530330,0.559017,0.559017,5
line_407,0.612372,0.612372,0.612372,5
line_408,1.000000,1.000000,1.000000,5
line_409,nan,nan,nan,5
line_410,0.755929,0.875000,0.790569,5
line_411,nan,nan,nan,5
line_412,nan,nan,nan,5
line_413,0.629941,0.473100,0.802955,5
line_414,0.142857,0.943242,0.250000,5
line_415,0.777778,0.757041,0.894737,5
line_416,0.428571,0.089803,0.500000,5
line_417,0.530330,0.559017,0.559017,5
line_418,0.755929,0.943242,0.790569,5
line_419,0.816497,0.918559,0.888523,5
line_420,nan,nan,nan,5
line_421,nan,nan,nan,5
line_422,0.142857,0.328719,0.125000,5
line_423,0.000000,-0.879909,-0.108148,5
line_424,0.801784,0.684509,0.824958,5
line_425,0.377964,0.000000,0.395285,5
line_426,0.375000,0.533435,0.361111,5
line_427,nan,nan,nan,5
line_428,0.707107,0.952579,0.745356,5
line_429,nan,nan,nan,5
line_430,0.125988,0.730585,0.229416,5
line_431,-0.125988,0.209460,-0.229416,5
line_432,0.251976,0.211289,0.344124,5
line_433,0.428571,0.153280,0.500000,5
line_434,nan,nan,nan,5
line_435,1.000000,0.979530,1.000000,5
line_436,nan,nan,nan,5
line_437,1.000000,1.000000,1.000000,5
line_438,nan,nan,nan,5
line_439,0.666667,0.764706,0.789474,5
line_440,nan,nan,nan,5
line_441,0.408248,0.408248,0.408248,5
line_442,nan,nan,nan,5
line_443,nan,nan,nan,5
line_444,0.942809,0.943281,0.973329,5
line_445,0.801784,0.716006,0.883883,5
line_446,0.925820,0.918559,0.968246,5
line_447,0.666667,0.686406,0.725476,5
line_448,0.632456,0.707107,0.707107,5
line_449,0.666667,0.868599,0.725476,5
line_450,nan,nan,nan,5
line_451,0.755929,0.835501,0.790569,5
line_452,0.250000,0.250000,0.250000,5
line_453,0.707107,0.801784,0.745356,5
line_454,nan,nan,nan,5
line_455,0.333333,0.294174,0.362738,5
line_456,0.000000,-0.063596,0.000000,5
line_457,-0.251976,0.085286,-0.344124,5
line_458,nan,nan,nan,5
line_459,0.707107,0.993146,0.745356,5
line_460,nan,nan,nan,5
line_461,0.176777,0.352101,0.186339,5
line_462,nan,nan,nan,5
line_463,0.166667,0.166667,0.166667,5
line_464,0.000000,-0.133631,0.000000,5
line_465,nan,nan,nan,5
line_466,0.377964,0.458831,0.395285,5
line_467,0.408248,0.408248,0.408248,5
line_468,-0.136083,-0.327327,-0.148087,5
line_469,0.530330,0.408248,0.559017,5
line_470,0.721688,0.722222,0.760726,5
line_471,nan,nan,nan,5

SUMMARY,0.510032,0.526493,0.539823,472
