item_id,kendall,pearson,spearman,length
line_78,-0.666667,-0.829156,-0.725476,5
line_79,0.333333,0.342997,0.362738,5
line_80,0.166667,0.166667,0.166667,5
line_81,nan,nan,nan,5
line_82,0.617213,0.583333,0.645497,5
line_83,0.816497,0.872872,0.888523,5
line_84,0.308607,0.382611,0.322749,5
line_85,0.544331,0.560112,0.592349,5
line_86,-0.617213,-0.612372,-0.645497,5
line_87,nan,nan,nan,5
line_88,0.000000,0.303225,0.057354,5
line_89,nan,nan,nan,5
line_90,nan,nan,nan,5
line_91,nan,nan,nan,5
line_92,0.428571,0.686210,0.500000,5
line_93,0.666667,0.868599,0.725476,5
line_94,nan,nan,nan,5
line_95,0.250000,0.250000,0.250000,5
line_96,0.666667,0.686406,0.725476,5
line_97,nan,nan,nan,5
line_98,0.117851,0.045835,0.108148,5
line_99,0.333333,0.375000,0.362738,5
line_100,nan,nan,nan,5
line_101,nan,nan,nan,5
line_102,0.666667,0.678401,0.725476,5
line_103,0.755929,0.875000,0.790569,5
line_104,nan,nan,nan,5
line_105,0.707107,0.597614,0.745356,5
line_106,0.707107,0.952579,0.745356,5
line_107,-0.377964,-0.375000,-0.395285,5
line_108,0.377964,0.375000,0.395285,5
line_109,0.707107,0.801784,0.745356,5
line_110,0.471405,0.448211,0.648886,5
line_111,0.000000,-0.102062,0.000000,5
line_112,-0.866025,-0.745356,-0.912871,5
line_113,nan,nan,nan,5
line_114,-0.530330,-0.490990,-0.559017,5
line_115,0.755929,0.968246,0.790569,5
line_116,0.755929,0.968246,0.790569,5
line_117,nan,nan,nan,5
line_118,-0.125988,-0.257227,-0.229416,5
line_119,nan,nan,nan,5
line_120,0.801784,0.973950,0.883883,5
line_121,nan,nan,nan,5
line_122,nan,nan,nan,5
line_123,nan,nan,nan,5
line_124,nan,nan,nan,5
line_125,nan,nan,nan,5
line_126,nan,nan,nan,5
line_127,0.801784,0.732358,0.883883,5
line_128,nan,nan,nan,5
line_129,-0.530330,-0.559017,-0.559017,5
line_130,nan,nan,nan,5
line_131,nan,nan,nan,5
line_132,0.377964,0.375000,0.395285,5
line_133,1.000000,0.932505,1.000000,5
line_134,1.000000,1.000000,1.000000,5
line_135,nan,nan,nan,5
line_136,0.333333,0.342997,0.362738,5
line_137,nan,nan,nan,5
line_138,1.000000,1.000000,1.000000,5
line_139,nan,nan,nan,5
line_140,nan,nan,nan,5
line_141,nan,nan,nan,5
line_142,0.000000,0.147442,0.000000,5
line_143,-0.377964,-0.375000,-0.395285,5
line_144,0.707107,0.952579,0.745356,5
line_145,nan,nan,nan,5
line_146,0.755929,0.875000,0.790569,5
line_147,0.707107,0.666667,0.745356,5
line_148,0.666667,0.738549,0.725476,5
line_149,nan,nan,nan,5
line_150,0.377964,0.250000,0.395285,5
line_151,nan,nan,nan,5
line_152,nan,nan,nan,5
line_153,1.000000,1.000000,1.000000,5
line_154,nan,nan,nan,5
line_155,0.866025,0.745356,0.912871,5
line_156,0.801784,0.780675,0.883883,5
line_157,nan,nan,nan,5
line_158,0.534522,0.408248,0.648181,5
line_159,0.707107,0.801784,0.745356,5
line_160,nan,nan,nan,5
line_161,0.612372,0.612372,0.612372,5
line_162,0.755929,0.918559,0.790569,5
line_163,nan,nan,nan,5
line_164,0.707107,0.952579,0.745356,5
line_165,nan,nan,nan,5
line_166,-0.333333,-0.342997,-0.362738,5
line_167,nan,nan,nan,5
line_168,nan,nan,nan,5
line_169,nan,nan,nan,5
line_170,-0.142857,0.206284,-0.125000,5
line_171,nan,nan,nan,5
line_172,nan,nan,nan,5
line_173,0.530330,0.569628,0.559017,5
line_174,0.251976,0.263822,0.286770,5
line_175,0.250000,0.250000,0.250000,5
line_176,nan,nan,nan,5
line_177,nan,nan,nan,5
line_178,-0.251976,-0.196116,-0.229416,5
line_179,nan,nan,nan,5
line_180,nan,nan,nan,5
line_181,nan,nan,nan,5
line_182,nan,nan,nan,5
line_183,nan,nan,nan,5
line_184,0.000000,0.000000,0.000000,5
line_185,0.755929,0.903057,0.790569,5
line_186,nan,nan,nan,5
line_187,nan,nan,nan,5
line_188,0.250000,0.250000,0.250000,5
line_189,nan,nan,nan,5
line_190,0.666667,0.748455,0.725476,5
line_191,0.250000,0.250000,0.250000,5
line_192,0.144338,0.372678,0.152145,5
line_193,0.136083,0.210042,0.148087,5
line_194,0.000000,0.259161,0.000000,5
line_195,0.530330,0.606478,0.559017,5
line_196,nan,nan,nan,5
line_197,nan,nan,nan,5
line_198,nan,nan,nan,5
line_199,-0.755929,-0.790569,-0.790569,5
line_200,nan,nan,nan,5
line_201,nan,nan,nan,5
line_202,0.666667,0.884652,0.725476,5
line_203,1.000000,1.000000,1.000000,5
line_204,nan,nan,nan,5
line_205,-0.755929,-0.516047,-0.790569,5
line_206,-0.500000,-0.514496,-0.544107,5
line_207,0.000000,0.102062,0.000000,5
line_208,-0.377964,-0.404112,-0.395285,5
line_209,nan,nan,nan,5
line_210,0.755929,0.943242,0.790569,5
line_211,-0.755929,-0.918559,-0.790569,5
line_212,-0.408248,-0.490098,-0.444262,5
line_213,0.250000,0.250000,0.250000,5
line_214,0.250000,0.250000,0.250000,5
line_215,-0.530330,-0.516047,-0.559017,5
line_216,0.617213,0.655610,0.645497,5
line_217,0.530330,0.516047,0.559017,5
line_218,nan,nan,nan,5
line_219,nan,nan,nan,5
line_220,-0.288675,-0.272166,-0.304290,5
line_221,0.666667,0.784465,0.725476,5
line_222,0.666667,0.666667,0.666667,5
line_223,0.801784,0.774725,0.883883,5
line_224,nan,nan,nan,5
line_225,nan,nan,nan,5
line_226,nan,nan,nan,5
line_227,-0.377964,-0.375000,-0.395285,5
line_228,nan,nan,nan,5
line_229,nan,nan,nan,5
line_230,0.755929,0.745601,0.790569,5
line_231,nan,nan,nan,5
line_232,0.530330,0.600099,0.559017,5
line_233,nan,nan,nan,5
line_234,nan,nan,nan,5
line_235,0.358569,0.508001,0.447214,5
line_236,nan,nan,nan,5
line_237,0.000000,0.204007,-0.057354,5
line_238,0.612372,0.612372,0.612372,5
line_239,0.666667,0.687500,0.725476,5
line_240,0.755929,0.745601,0.790569,5
line_241,0.666667,0.868599,0.725476,5
line_242,nan,nan,nan,5
line_243,-0.176777,0.068041,-0.186339,5
line_244,0.000000,0.000000,0.000000,5
line_245,nan,nan,nan,5
line_246,nan,nan,nan,5
line_247,nan,nan,nan,5
line_248,0.377964,0.517543,0.458831,5
line_249,0.816497,0.804030,0.888523,5
line_250,0.267261,0.429641,0.353553,5
line_251,nan,nan,nan,5
line_252,nan,nan,nan,5
line_253,-0.530330,-0.408248,-0.559017,5
line_254,0.801784,0.956127,0.883883,5
line_255,0.714286,0.823218,0.750000,5
line_256,0.755929,0.918559,0.790569,5
line_257,1.000000,1.000000,1.000000,5
line_258,0.755929,0.958373,0.790569,5
line_259,0.755929,0.958373,0.790569,5
line_260,nan,nan,nan,5
line_261,-0.250000,-0.250000,-0.250000,5
line_262,nan,nan,nan,5
line_263,1.000000,1.000000,1.000000,5
line_264,1.000000,1.000000,1.000000,5
line_265,nan,nan,nan,5
line_266,nan,nan,nan,5
line_267,0.666667,0.589768,0.725476,5
line_268,-0.117851,0.133337,-0.081111,5
line_269,nan,nan,nan,5
line_270,0.530330,0.559017,0.559017,5
line_271,nan,nan,nan,5
line_272,nan,nan,nan,5
line_273,nan,nan,nan,5
line_274,0.530330,0.559017,0.559017,5
line_275,0.530330,0.597614,0.559017,5
line_276,-0.377964,-0.375000,-0.395285,5
line_277,0.308607,0.490098,0.322749,5
line_278,nan,nan,nan,5
line_279,nan,nan,nan,5
line_280,nan,nan,nan,5
line_281,nan,nan,nan,5
line_282,nan,nan,nan,5
line_283,nan,nan,nan,5
line_284,nan,nan,nan,5
line_285,0.666667,0.612372,0.725476,5
line_286,0.666667,0.612372,0.725476,5
line_287,nan,nan,nan,5
line_288,0.925820,0.983415,0.968246,5
line_289,nan,nan,nan,5
line_290,nan,nan,nan,5
line_291,nan,nan,nan,5
line_292,nan,nan,nan,5
line_293,1.000000,1.000000,1.000000,5
line_294,nan,nan,nan,5
line_295,-0.250000,-0.250000,-0.250000,5
line_296,0.530330,0.490990,0.559017,5
line_297,nan,nan,nan,5
line_298,nan,nan,nan,5
line_299,nan,nan,nan,5
line_300,nan,nan,nan,5
line_301,0.176777,0.000000,0.186339,5
line_302,0.000000,-0.085749,0.000000,5
line_303,0.408248,0.408248,0.408248,5
line_304,0.721688,0.722222,0.760726,5
line_305,-0.288675,-0.272166,-0.304290,5
line_306,0.612372,0.612372,0.612372,5
line_307,1.000000,1.000000,1.000000,5
line_308,nan,nan,nan,5
line_309,0.500000,0.562500,0.544107,5
line_310,nan,nan,nan,5
line_311,0.166667,0.166667,0.166667,5
line_312,nan,nan,nan,5
line_313,1.000000,1.000000,1.000000,5
line_314,-0.612372,-0.612372,-0.612372,5
line_315,nan,nan,nan,5
line_316,nan,nan,nan,5
line_317,nan,nan,nan,5
line_318,nan,nan,nan,5
line_319,nan,nan,nan,5
line_320,1.000000,1.000000,1.000000,5
line_321,0.925820,0.958373,0.968246,5
line_322,0.755929,0.968246,0.790569,5
line_323,nan,nan,nan,5
line_324,-0.250000,-0.250000,-0.250000,5
line_325,nan,nan,nan,5
line_326,nan,nan,nan,5
line_327,0.755929,0.968246,0.790569,5
line_328,-0.755929,-0.790569,-0.790569,5
line_329,-0.250000,-0.250000,-0.250000,5
line_330,0.612372,0.612372,0.612372,5
line_331,-0.755929,-0.875000,-0.790569,5
line_332,nan,nan,nan,5
line_333,nan,nan,nan,5
line_334,0.666667,0.687500,0.725476,5
line_335,nan,nan,nan,5
line_336,nan,nan,nan,5
line_337,1.000000,1.000000,1.000000,5
line_338,0.755929,0.790569,0.790569,5
line_339,nan,nan,nan,5
line_340,0.666667,0.784465,0.725476,5
line_341,0.755929,0.612372,0.790569,5
line_342,1.000000,1.000000,1.000000,5
line_343,1.000000,1.000000,1.000000,5
line_344,nan,nan,nan,5
line_345,nan,nan,nan,5
line_346,nan,nan,nan,5
line_347,-0.629941,-0.530589,-0.688247,5
line_348,nan,nan,nan,5
line_349,nan,nan,nan,5
line_350,0.250000,0.250000,0.250000,5
line_351,1.000000,1.000000,1.000000,5
line_352,1.000000,1.000000,1.000000,5
line_353,1.000000,1.000000,1.000000,5
line_354,0.866025,0.872872,0.912871,5
line_355,0.866025,0.872872,0.912871,5
line_356,-0.755929,-0.516047,-0.790569,5
line_357,-0.408248,-0.408248,-0.408248,5
line_358,nan,nan,nan,5
line_359,0.251976,0.436942,0.286770,5
line_360,nan,nan,nan,5
line_361,0.625000,0.761783,0.750000,5
line_362,0.530330,0.559017,0.559017,5
line_363,0.925820,0.918559,0.968246,5
line_364,0.925820,0.968246,0.968246,5
line_365,nan,nan,nan,5
line_366,0.666667,0.748455,0.725476,5
line_367,1.000000,1.000000,1.000000,5
line_368,1.000000,1.000000,1.000000,5
line_369,nan,nan,nan,5
line_370,1.000000,1.000000,1.000000,5
line_371,0.666667,0.868599,0.725476,5
line_372,1.000000,1.000000,1.000000,5
line_373,nan,nan,nan,5
line_374,nan,nan,nan,5
line_375,-0.408248,-0.408248,-0.408248,5
line_376,nan,nan,nan,5
line_377,nan,nan,nan,5
line_378,0.571429,0.586881,0.625000,5
line_379,0.816497,0.763763,0.888523,5
line_380,0.755929,0.968246,0.790569,5
line_381,nan,nan,nan,5
line_382,0.755929,0.968246,0.790569,5
line_383,nan,nan,nan,5
line_384,0.942809,0.931320,0.973329,5
line_385,nan,nan,nan,5
line_386,nan,nan,nan,5
line_387,nan,nan,nan,5
line_388,nan,nan,nan,5
line_389,-0.176777,-0.133631,-0.186339,5
line_390,0.629941,0.836969,0.688247,5
line_391,nan,nan,nan,5
line_392,nan,nan,nan,5
line_393,0.534522,0.600099,0.530330,5
line_394,0.000000,0.092406,-0.057354,5
line_395,-0.612372,-0.612372,-0.612372,5
line_396,nan,nan,nan,5
line_397,nan,nan,nan,5
line_398,nan,nan,nan,5
line_399,0.680414,0.722222,0.740436,5
line_400,0.000000,0.102062,0.000000,5
line_401,1.000000,1.000000,1.000000,5
line_402,0.881917,0.964085,0.917663,5
line_403,0.801784,0.921502,0.883883,5
line_404,0.666667,0.771744,0.725476,5
line_405,nan,nan,nan,5
line_406,0.530330,0.559017,0.559017,5
line_407,nan,nan,nan,5
line_408,1.000000,1.000000,1.000000,5
line_409,nan,nan,nan,5
line_410,nan,nan,nan,5
line_411,nan,nan,nan,5
line_412,nan,nan,nan,5
line_413,nan,nan,nan,5
line_414,0.755929,0.516047,0.790569,5
line_415,0.666667,0.738549,0.725476,5
line_416,nan,nan,nan,5
line_417,0.866025,0.912871,0.912871,5
line_418,0.755929,0.943242,0.790569,5
line_419,0.942809,0.928659,0.973329,5
line_420,nan,nan,nan,5
line_421,nan,nan,nan,5
line_422,0.142857,0.289715,0.125000,5
line_423,0.530330,0.408248,0.559017,5
line_424,0.707107,0.801784,0.745356,5
line_425,nan,nan,nan,5
line_426,0.801784,0.848947,0.883883,5
line_427,nan,nan,nan,5
line_428,nan,nan,nan,5
line_429,nan,nan,nan,5
line_430,0.666667,0.784465,0.725476,5
line_431,0.801784,0.806898,0.824958,5
line_432,0.000000,0.000000,0.000000,5
line_433,0.755929,0.918559,0.790569,5
line_434,nan,nan,nan,5
line_435,0.801784,0.907288,0.883883,5
line_436,nan,nan,nan,5
line_437,1.000000,1.000000,1.000000,5
line_438,nan,nan,nan,5
line_439,0.816497,0.910182,0.888523,5
line_440,nan,nan,nan,5
line_441,nan,nan,nan,5
line_442,nan,nan,nan,5
line_443,nan,nan,nan,5
line_444,0.816497,0.918559,0.888523,5
line_445,0.617213,0.655610,0.645497,5
line_446,nan,nan,nan,5
line_447,0.666667,0.686406,0.725476,5
line_448,0.223607,0.488678,0.316228,5
line_449,0.666667,0.868599,0.725476,5
line_450,nan,nan,nan,5
line_451,0.250000,0.250000,0.250000,5
line_452,0.250000,0.250000,0.250000,5
line_453,0.707107,0.801784,0.745356,5
line_454,nan,nan,nan,5
line_455,nan,nan,nan,5
line_456,-0.142857,-0.085749,-0.250000,5
line_457,-0.142857,0.109985,-0.250000,5
line_458,-0.530330,-0.534522,-0.559017,5
line_459,1.000000,1.000000,1.000000,5
line_460,nan,nan,nan,5
line_461,0.530330,0.583333,0.559017,5
line_462,nan,nan,nan,5
line_463,nan,nan,nan,5
line_464,0.816497,0.872872,0.888523,5
line_465,nan,nan,nan,5
line_466,nan,nan,nan,5
line_467,nan,nan,nan,5
line_468,0.000000,-0.229151,-0.131579,5
line_469,-0.267261,-0.748455,-0.353553,5
line_470,0.707107,0.952579,0.745356,5
line_471,-0.250000,-0.250000,-0.250000,5

SUMMARY,0.426449,0.472749,0.447213,472
