item_id,kendall,pearson,spearman,length
line_123,-0.925820,-0.968246,-0.968246,5
line_124,0.824958,0.897610,0.865181,5
line_125,0.755929,0.968246,0.790569,5
line_126,-0.571429,-0.582772,-0.625000,5
line_127,0.755929,0.968246,0.790569,5
line_128,-0.377964,-0.375000,-0.395285,5
line_129,0.000000,0.000000,0.000000,5
line_130,nan,nan,nan,5
line_131,-0.801784,-0.752947,-0.883883,5
line_132,1.000000,0.998116,1.000000,5
line_133,0.925820,0.790569,0.968246,5
line_134,0.925820,0.892573,0.968246,5
line_135,0.666667,0.963796,0.725476,5
line_136,-0.105409,-0.249537,-0.205196,5
line_137,0.333333,-0.088946,0.362738,5
line_138,0.666667,0.859313,0.725476,5
line_139,0.801784,0.759434,0.824958,5
line_140,1.000000,1.000000,1.000000,5
line_141,0.308607,0.527046,0.322749,5
line_142,0.597614,0.645592,0.670820,5
line_143,0.251976,0.404022,0.286770,5
line_144,0.375000,0.552143,0.472222,5
line_145,0.612372,0.612372,0.612372,5
line_146,0.428571,0.806872,0.500000,5
line_147,0.267261,0.399114,0.294628,5
line_148,0.251976,0.666038,0.344124,5
line_149,1.000000,1.000000,1.000000,5
line_150,0.503953,0.543516,0.630893,5
line_151,nan,nan,nan,5
line_152,nan,nan,nan,5
line_153,1.000000,1.000000,1.000000,5
line_154,0.428571,0.650394,0.500000,5
line_155,1.000000,0.975900,1.000000,5
line_156,0.755929,0.968246,0.790569,5
line_157,-0.530330,-0.534522,-0.559017,5
line_158,0.589256,0.839177,0.648886,5
line_159,0.400892,0.482704,0.412479,5
line_160,0.824958,0.847898,0.865181,5
line_161,0.612372,0.612372,0.612372,5
line_162,0.617213,0.666667,0.645497,5
line_163,0.353553,0.503986,0.486664,5
line_164,0.801784,0.968628,0.824958,5
line_165,0.142857,0.524295,0.250000,5
line_166,0.222222,0.436060,0.289474,5
line_167,0.666667,0.740210,0.725476,5
line_168,0.530330,0.559017,0.559017,5
line_169,-0.500000,-0.608581,-0.583333,5
line_170,0.428571,0.544862,0.500000,5
line_171,0.707107,0.801784,0.745356,5
line_172,-0.136083,-0.242424,-0.148087,5
line_173,0.176777,0.262817,0.186339,5
line_174,0.666667,0.829156,0.725476,5
line_175,-0.612372,-0.612372,-0.612372,5
line_176,0.942809,0.868797,0.973329,5
line_177,0.408248,0.408248,0.408248,5
line_178,0.222222,0.368005,0.289474,5
line_179,1.000000,1.000000,1.000000,5
line_180,nan,nan,nan,5
line_181,nan,nan,nan,5
line_182,nan,nan,nan,5
line_183,-0.377964,-0.375000,-0.395285,5
line_184,0.755929,0.790569,0.790569,5
line_185,1.000000,1.000000,1.000000,5
line_186,0.377964,0.490847,0.344124,5
line_187,0.125988,0.497972,0.229416,5
line_188,0.666667,0.674200,0.725476,5
line_189,0.444444,0.588490,0.631579,5
line_190,0.444444,0.736931,0.631579,5
line_191,0.666667,0.873068,0.725476,5
line_192,0.942809,0.772497,0.973329,5
line_193,0.666667,0.828196,0.710526,5
line_194,0.176777,0.230633,0.186339,5
line_195,0.333333,0.532181,0.362738,5
line_196,0.816497,0.614088,0.888523,5
line_197,0.333333,0.196378,0.368421,5
line_198,0.000000,-0.165851,0.000000,5
line_199,0.668153,0.706005,0.707107,5
line_200,0.377964,0.375000,0.395285,5
line_201,0.408248,0.408248,0.408248,5
line_202,0.589256,0.608846,0.648886,5
line_203,1.000000,1.000000,1.000000,5
line_204,0.267261,0.575858,0.353553,5
line_205,0.714286,0.906344,0.750000,5
line_206,0.500000,0.514496,0.544107,5
line_207,-0.133631,-0.213636,-0.176777,5
line_208,0.333333,0.099779,0.362738,5
line_209,1.000000,0.998055,1.000000,5
line_210,0.503953,0.866822,0.573539,5
line_211,0.000000,-0.052511,0.000000,5
line_212,0.824958,0.701964,0.892218,5
line_213,1.000000,1.000000,1.000000,5
line_214,0.250000,0.250000,0.250000,5
line_215,-0.530330,-0.516047,-0.559017,5
line_216,0.925820,0.983415,0.968246,5
line_217,0.824958,0.831058,0.892218,5
line_218,0.666667,0.784465,0.725476,5
line_219,0.166667,0.075378,0.181369,5
line_220,-0.117851,-0.146560,-0.108148,5
line_221,0.666667,0.784465,0.725476,5
line_222,0.866025,0.988317,0.912871,5
line_223,0.714286,0.702549,0.875000,5
line_224,0.625000,0.554051,0.750000,5
line_225,0.000000,0.428184,0.057354,5
line_226,nan,nan,nan,5
line_227,0.142857,0.277086,0.125000,5
line_228,0.925820,0.888523,0.968246,5
line_229,0.166667,0.166667,0.166667,5
line_230,1.000000,0.995345,1.000000,5
line_231,0.272166,0.368751,0.296174,5
line_232,0.707107,0.769496,0.811107,5
line_233,0.000000,-0.102062,0.000000,5
line_234,0.942809,0.967251,0.973329,5
line_235,0.774597,0.866025,0.866025,5
line_236,0.000000,-0.214599,-0.108148,5
line_237,0.316228,0.788526,0.359092,5
line_238,0.666667,0.776827,0.725476,5
line_239,0.251976,0.602927,0.344124,5
line_240,0.755929,0.888886,0.860309,5
line_241,0.948683,0.983750,0.974679,5
line_242,0.755929,0.740436,0.802955,5
line_243,-0.176777,0.068041,-0.186339,5
line_244,-0.251976,-0.310087,-0.344124,5
line_245,0.000000,0.284133,0.108148,5
line_246,0.500000,0.514496,0.544107,5
line_247,0.881917,0.791841,0.917663,5
line_248,0.666667,0.743437,0.763158,5
line_249,0.755929,0.772854,0.860309,5
line_250,0.142857,0.458831,0.250000,5
line_251,nan,nan,nan,5
line_252,-0.136083,-0.059833,-0.148087,5
line_253,0.000000,0.020646,-0.058926,5
line_254,0.251976,0.330590,0.286770,5
line_255,0.755929,0.786567,0.802955,5
line_256,0.000000,0.102062,0.000000,5
line_257,0.632456,0.821584,0.707107,5
line_258,0.755929,0.957561,0.802955,5
line_259,0.881917,0.908630,0.917663,5
line_260,0.375000,0.332008,0.472222,5
line_261,-0.250000,-0.250000,-0.250000,5
line_262,0.503953,0.570990,0.573539,5
line_263,0.755929,0.727873,0.790569,5
line_264,0.666667,0.884434,0.725476,5
line_265,0.267261,0.347003,0.353553,5
line_266,0.471405,0.260591,0.648886,5
line_267,0.503953,0.570368,0.573539,5
line_268,0.117851,0.204455,0.162221,5
line_269,nan,nan,nan,5
line_270,0.353553,0.210455,0.405554,5
line_271,0.534522,0.603807,0.530330,5
line_272,nan,nan,nan,5
line_273,-0.408248,-0.408248,-0.408248,5
line_274,0.530330,0.559017,0.559017,5
line_275,0.755929,0.844656,0.790569,5
line_276,0.571429,0.571040,0.625000,5
line_277,0.142857,0.289715,0.125000,5
line_278,0.666667,0.832918,0.789474,5
line_279,-0.250000,-0.250000,-0.250000,5
line_280,0.530330,0.600099,0.559017,5
line_281,1.000000,0.995568,1.000000,5
line_282,1.000000,1.000000,1.000000,5
line_283,nan,nan,nan,5
line_284,0.666667,0.868599,0.725476,5
line_285,0.755929,0.752355,0.802955,5
line_286,0.125988,0.573489,0.229416,5
line_287,0.612372,0.612372,0.612372,5
line_288,0.925820,0.983415,0.968246,5
line_289,0.612372,0.612372,0.612372,5
line_290,0.251976,0.084037,0.344124,5
line_291,0.308607,0.527046,0.322749,5
line_292,0.836660,0.851376,0.894427,5
line_293,1.000000,1.000000,1.000000,5
line_294,-0.377964,-0.375000,-0.395285,5
line_295,0.707107,0.963087,0.745356,5
line_296,0.801784,0.921595,0.883883,5
line_297,0.668153,0.645881,0.707107,5
line_298,0.881917,0.942983,0.917663,5
line_299,0.824958,0.800556,0.892218,5
line_300,0.824958,0.783645,0.892218,5
line_301,0.801784,0.935607,0.824958,5
line_302,0.755929,0.649184,0.860309,5
line_303,-0.166667,-0.256337,-0.181369,5
line_304,0.000000,0.645909,0.111111,5
line_305,0.000000,0.357164,0.108148,5
line_306,0.272166,0.578243,0.296174,5
line_307,0.666667,0.828742,0.725476,5
line_308,0.353553,0.588915,0.486664,5
line_309,0.755929,0.770995,0.802955,5
line_310,0.617213,0.578243,0.645497,5
line_311,0.408248,0.502053,0.444262,5
line_312,0.000000,0.030890,0.000000,5
line_313,0.666667,0.975017,0.725476,5
line_314,-1.000000,-1.000000,-1.000000,5
line_315,-0.714286,-0.812176,-0.750000,5
line_316,0.544331,0.691720,0.592349,5
line_317,0.353553,0.593840,0.405554,5
line_318,0.377964,0.663025,0.458831,5
line_319,0.250000,0.210639,0.250000,5
line_320,0.866025,0.830455,0.912871,5
line_321,0.866025,0.908364,0.912871,5
line_322,0.881917,0.782130,0.917663,5
line_323,nan,nan,nan,5
line_324,-0.250000,-0.250000,-0.250000,5
line_325,0.471405,-0.125678,0.540738,5
line_326,0.500000,0.492366,0.544107,5
line_327,0.755929,0.968246,0.790569,5
line_328,-0.377964,-0.435464,-0.458831,5
line_329,nan,nan,nan,5
line_330,0.408248,0.470073,0.444262,5
line_331,0.755929,0.875000,0.790569,5
line_332,-0.251976,-0.440415,-0.286770,5
line_333,-0.250000,-0.250000,-0.250000,5
line_334,0.666667,0.687500,0.725476,5
line_335,0.142857,0.153093,0.250000,5
line_336,0.516398,0.490098,0.577350,5
line_337,1.000000,1.000000,1.000000,5
line_338,0.000000,0.000000,0.000000,5
line_339,nan,nan,nan,5
line_340,0.272166,0.320256,0.296174,5
line_341,0.000000,-0.102062,0.000000,5
line_342,0.250000,0.250000,0.250000,5
line_343,0.333333,0.451892,0.362738,5
line_344,nan,nan,nan,5
line_345,0.816497,0.963567,0.888523,5
line_346,0.755929,0.794247,0.802955,5
line_347,0.777778,0.902671,0.894737,5
line_348,nan,nan,nan,5
line_349,0.503953,0.849837,0.573539,5
line_350,1.000000,1.000000,1.000000,5
line_351,1.000000,1.000000,1.000000,5
line_352,1.000000,1.000000,1.000000,5
line_353,1.000000,1.000000,1.000000,5
line_354,0.801784,0.861931,0.824958,5
line_355,0.721688,0.763763,0.760726,5
line_356,0.629941,0.818682,0.688247,5
line_357,-0.617213,-0.592349,-0.645497,5
line_358,0.251976,0.396699,0.229416,5
line_359,0.125988,0.797796,0.229416,5
line_360,-0.133631,-0.318836,-0.176777,5
line_361,0.433013,0.541736,0.456435,5
line_362,0.133631,0.468123,0.176777,5
line_363,0.714286,0.858149,0.875000,5
line_364,0.925820,0.968246,0.968246,5
line_365,nan,nan,nan,5
line_366,0.666667,0.748455,0.725476,5
line_367,1.000000,1.000000,1.000000,5
line_368,1.000000,1.000000,1.000000,5
line_369,0.925820,0.918559,0.968246,5
line_370,0.530330,0.544192,0.559017,5
line_371,0.117851,0.158568,0.135185,5
line_372,1.000000,1.000000,1.000000,5
line_373,0.666667,0.784465,0.725476,5
line_374,0.942809,0.988645,0.973329,5
line_375,-0.136083,-0.031928,-0.148087,5
line_376,0.755929,0.991200,0.790569,5
line_377,nan,nan,nan,5
line_378,0.925820,0.918559,0.968246,5
line_379,0.235702,0.341057,0.270369,5
line_380,0.428571,0.935553,0.500000,5
line_381,0.377964,0.407895,0.395285,5
line_382,0.755929,0.953029,0.802955,5
line_383,0.117851,0.219265,0.162221,5
line_384,-0.222222,-0.095100,-0.157895,5
line_385,0.707107,0.649312,0.745356,5
line_386,1.000000,1.000000,1.000000,5
line_387,0.377964,0.375000,0.395285,5
line_388,0.707107,0.991460,0.745356,5
line_389,0.000000,-0.292669,-0.058926,5
line_390,0.629941,0.896359,0.688247,5
line_391,1.000000,1.000000,1.000000,5
line_392,0.629941,0.939565,0.688247,5
line_393,0.500000,0.478401,0.666667,5
line_394,0.000000,0.092406,-0.057354,5
line_395,0.000000,0.172062,0.000000,5
line_396,-0.707107,-0.712404,-0.811107,5
line_397,1.000000,0.969422,1.000000,5
line_398,0.612372,0.612372,0.612372,5
line_399,0.680414,0.722222,0.740436,5
line_400,0.755929,0.918559,0.790569,5
line_401,0.530330,0.475128,0.559017,5
line_402,0.816497,0.954786,0.888523,5
line_403,0.881917,0.936671,0.917663,5
line_404,0.471405,0.729769,0.648886,5
line_405,nan,nan,nan,5
line_406,0.133631,0.240381,0.176777,5
line_407,-0.500000,-0.423702,-0.544107,5
line_408,0.816497,0.776879,0.888523,5
line_409,nan,nan,nan,5
line_410,-0.714286,-0.889601,-0.750000,5
line_411,0.408248,0.570637,0.444262,5
line_412,-0.136083,-0.067015,-0.148087,5
line_413,0.881917,0.964085,0.917663,5
line_414,1.000000,0.713800,1.000000,5
line_415,0.589256,0.551792,0.675923,5
line_416,0.428571,0.559882,0.500000,5
line_417,-0.353553,-0.499778,-0.405554,5
line_418,0.251976,0.857571,0.344124,5
line_419,0.816497,0.867528,0.888523,5
line_420,0.142857,0.010901,0.125000,5
line_421,-0.250000,-0.250000,-0.250000,5
line_422,-0.801784,-0.684699,-0.824958,5
line_423,0.801784,0.658808,0.883883,5
line_424,0.000000,-0.275010,-0.058926,5
line_425,0.133631,0.414324,0.176777,5
line_426,0.500000,0.848697,0.666667,5
line_427,nan,nan,nan,5
line_428,-0.801784,-0.612372,-0.883883,5
line_429,-0.500000,-0.623406,-0.583333,5
line_430,0.666667,0.784465,0.725476,5
line_431,0.629941,0.345425,0.688247,5
line_432,-0.251976,-0.121268,-0.344124,5
line_433,0.714286,0.846399,0.750000,5
line_434,-0.666667,-0.879049,-0.725476,5
line_435,1.000000,0.995708,1.000000,5
line_436,nan,nan,nan,5
line_437,0.632456,0.685994,0.707107,5
line_438,nan,nan,nan,5
line_439,0.888889,0.879049,0.947368,5
line_440,0.801784,0.821444,0.824958,5
line_441,0.288675,0.397746,0.304290,5
line_442,nan,nan,nan,5
line_443,nan,nan,nan,5
line_444,1.000000,0.984225,1.000000,5
line_445,0.617213,0.655610,0.645497,5
line_446,0.816497,0.915857,0.888523,5
line_447,0.125988,0.607231,0.229416,5
line_448,0.632456,0.707107,0.707107,5
line_449,0.222222,0.407579,0.289474,5
line_450,-0.408248,-0.408248,-0.408248,5
line_451,0.250000,0.250000,0.250000,5
line_452,0.250000,0.250000,0.250000,5
line_453,0.707107,0.801784,0.745356,5
line_454,0.166667,0.166667,0.166667,5
line_455,0.235702,0.132979,0.162221,5
line_456,0.119523,0.316841,0.223607,5
line_457,0.629941,0.778793,0.688247,5
line_458,0.000000,0.015721,-0.058926,5
line_459,0.530330,0.602804,0.559017,5
line_460,nan,nan,nan,5
line_461,nan,nan,nan,5
line_462,nan,nan,nan,5
line_463,-0.408248,-0.408248,-0.408248,5
line_464,0.589256,0.837751,0.729996,5
line_465,0.801784,0.975866,0.824958,5
line_466,0.377964,0.458831,0.395285,5
line_467,0.136083,0.358629,0.148087,5
line_468,-0.125988,-0.043129,-0.229416,5
line_469,0.801784,0.648394,0.883883,5
line_470,0.267261,0.712096,0.353553,5
line_471,nan,nan,nan,5

SUMMARY,0.422241,0.496832,0.455686,472
